順位,ASIN,商品名,商品URL,評価数,評価値,直近30日販売数（親）,直近30日販売数（子）,画像URL,ライバル候補
11,B0DNJVRVDN,PAVIKE 可愛いペンケース 筆箱 19*11cm ペン入れ 大容量 リボン刺繍 学生 大人 オシャレなペンケース 韓国風 文具屋 学校 ピンクブラック シンプルなペンケース,https://www.amazon.co.jp/PAVIKE-%E5%8F%AF%E6%84%9B%E3%81%84%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9-%E3%82%AA%E3%82%B7%E3%83%A3%E3%83%AC%E3%81%AA%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9-%E3%83%94%E3%83%B3%E3%82%AF%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF-%E3%82%B7%E3%83%B3%E3%83%97%E3%83%AB%E3%81%AA%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9/dp/B0DNJVRVDN/ref=sr_1_23?dib=eyJ2IjoiMSJ9.L55JDOB-vluxTnVeMwGGAZByJ3HoFEJAB5V5MZo8JiMJM6GCSZSN3rEfuD2ys-cc8UwYtgRnWOQgorEnitiVtRpkaHajSoqSgYfDHvAHM95-FgqJL8s_so9P-apMHQUFtm4H74s0fZXlR8XuTv3LzLznvQSvJKPqAn_6vbMJybP6iP8Iw9H-DKoYftpJBoeB04foKficV4rOncqfqUlWExjeCOXZrjd7vn94ZRQ7A3w0f9z2LCtnSeE1xo10GAxzXSW9Uzb3Xlpl4OjGpCe0OStAJZ6svo1elkc0SFg5kMI.fblsvojjrPyULqXi6evKvvF3C7eABa6PmgxkxykG7BU&dib_tag=se&keywords=%E7%AD%86%E7%AE%B1+%E9%9F%93%E5%9B%BD&qid=1755438664&sr=8-23,N/A,N/A,7,N/A,https://m.media-amazon.com/images/I/61GvfnrU3uL._AC_UL320_.jpg,
12,B0C53J355Y,サムコス ペンケース 筆箱 ネコ 可愛い おしゃれ ック生地ペンケース 大容量 シンプル 文房具 韓国ins人気 筆入れ 子供 小学生 中学生 高校生 大学生 男の子 女の子 (ベージュ),https://www.amazon.co.jp/%E3%82%B5%E3%83%A0%E3%82%B3%E3%82%B9-%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9-%E3%81%8A%E3%81%97%E3%82%83%E3%82%8C-%E3%83%83%E3%82%AF%E7%94%9F%E5%9C%B0%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9-%E9%9F%93%E5%9B%BDins%E4%BA%BA%E6%B0%97/dp/B0C53J355Y/ref=sr_1_24?dib=eyJ2IjoiMSJ9.L55JDOB-vluxTnVeMwGGAZByJ3HoFEJAB5V5MZo8JiMJM6GCSZSN3rEfuD2ys-cc8UwYtgRnWOQgorEnitiVtRpkaHajSoqSgYfDHvAHM95-FgqJL8s_so9P-apMHQUFtm4H74s0fZXlR8XuTv3LzLznvQSvJKPqAn_6vbMJybP6iP8Iw9H-DKoYftpJBoeB04foKficV4rOncqfqUlWExjeCOXZrjd7vn94ZRQ7A3w0f9z2LCtnSeE1xo10GAxzXSW9Uzb3Xlpl4OjGpCe0OStAJZ6svo1elkc0SFg5kMI.fblsvojjrPyULqXi6evKvvF3C7eABa6PmgxkxykG7BU&dib_tag=se&keywords=%E7%AD%86%E7%AE%B1+%E9%9F%93%E5%9B%BD&qid=1755438664&sr=8-24,28,4.2,52,N/A,https://m.media-amazon.com/images/I/51Ngw227xtL._AC_UL320_.jpg,
13,B0CQC6K3F6,"面白い筆箱 シリカ 筆箱 韓国 手提带デブペンケース かわいいペンケース多機能文具ペンバッグ収納鉛筆ボックススクール用品(White, Large)",https://www.amazon.co.jp/%E9%9D%A2%E7%99%BD%E3%81%84%E7%AD%86%E7%AE%B1-%E6%89%8B%E6%8F%90%E5%B8%A6%E3%83%87%E3%83%96%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9-%E3%81%8B%E3%82%8F%E3%81%84%E3%81%84%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9%E5%A4%9A%E6%A9%9F%E8%83%BD%E6%96%87%E5%85%B7%E3%83%9A%E3%83%B3%E3%83%90%E3%83%83%E3%82%B0%E5%8F%8E%E7%B4%8D%E9%89%9B%E7%AD%86%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9%E3%82%B9%E3%82%AF%E3%83%BC%E3%83%AB%E7%94%A8%E5%93%81-White-Large/dp/B0CQC6K3F6/ref=sr_1_25?dib=eyJ2IjoiMSJ9.L55JDOB-vluxTnVeMwGGAZByJ3HoFEJAB5V5MZo8JiMJM6GCSZSN3rEfuD2ys-cc8UwYtgRnWOQgorEnitiVtRpkaHajSoqSgYfDHvAHM95-FgqJL8s_so9P-apMHQUFtm4H74s0fZXlR8XuTv3LzLznvQSvJKPqAn_6vbMJybP6iP8Iw9H-DKoYftpJBoeB04foKficV4rOncqfqUlWExjeCOXZrjd7vn94ZRQ7A3w0f9z2LCtnSeE1xo10GAxzXSW9Uzb3Xlpl4OjGpCe0OStAJZ6svo1elkc0SFg5kMI.fblsvojjrPyULqXi6evKvvF3C7eABa6PmgxkxykG7BU&dib_tag=se&keywords=%E7%AD%86%E7%AE%B1+%E9%9F%93%E5%9B%BD&qid=1755438664&sr=8-25,6,4.5,36,N/A,https://m.media-amazon.com/images/I/61AWnGGcw-L._AC_UL320_.jpg,
14,B0CKJ43QP9,[Yurixbox] ペンケース クリア 透明 筆箱 韓国 可愛いクリア 化粧ポーチ 男の子 女の子,https://www.amazon.co.jp/Yurixbox-%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9-%E3%82%AF%E3%83%AA%E3%82%A2-%E5%8F%AF%E6%84%9B%E3%81%84%E3%82%AF%E3%83%AA%E3%82%A2-%E5%8C%96%E7%B2%A7%E3%83%9D%E3%83%BC%E3%83%81/dp/B0CKJ43QP9/ref=sr_1_26?dib=eyJ2IjoiMSJ9.L55JDOB-vluxTnVeMwGGAZByJ3HoFEJAB5V5MZo8JiMJM6GCSZSN3rEfuD2ys-cc8UwYtgRnWOQgorEnitiVtRpkaHajSoqSgYfDHvAHM95-FgqJL8s_so9P-apMHQUFtm4H74s0fZXlR8XuTv3LzLznvQSvJKPqAn_6vbMJybP6iP8Iw9H-DKoYftpJBoeB04foKficV4rOncqfqUlWExjeCOXZrjd7vn94ZRQ7A3w0f9z2LCtnSeE1xo10GAxzXSW9Uzb3Xlpl4OjGpCe0OStAJZ6svo1elkc0SFg5kMI.fblsvojjrPyULqXi6evKvvF3C7eABa6PmgxkxykG7BU&dib_tag=se&keywords=%E7%AD%86%E7%AE%B1+%E9%9F%93%E5%9B%BD&qid=1755438664&sr=8-26,8,3.4,9,N/A,https://m.media-amazon.com/images/I/619iPbsqLrL._AC_UL320_.jpg,
15,B0CL99RHM4,Nannlia ペンケース 韓国 おしゃれ 筆箱 大容量 シンプル 人気 かわいい ペンポーチ 筆入れ 無地 多機能 中小学生 高校生 大学生 男の子 女の子 子供用 (グリーン),https://www.amazon.co.jp/Nannlia-%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9-%E3%81%8A%E3%81%97%E3%82%83%E3%82%8C-%E3%82%B7%E3%83%B3%E3%83%97%E3%83%AB-%E3%83%9A%E3%83%B3%E3%83%9D%E3%83%BC%E3%83%81/dp/B0CL99RHM4/ref=sr_1_27?dib=eyJ2IjoiMSJ9.L55JDOB-vluxTnVeMwGGAZByJ3HoFEJAB5V5MZo8JiMJM6GCSZSN3rEfuD2ys-cc8UwYtgRnWOQgorEnitiVtRpkaHajSoqSgYfDHvAHM95-FgqJL8s_so9P-apMHQUFtm4H74s0fZXlR8XuTv3LzLznvQSvJKPqAn_6vbMJybP6iP8Iw9H-DKoYftpJBoeB04foKficV4rOncqfqUlWExjeCOXZrjd7vn94ZRQ7A3w0f9z2LCtnSeE1xo10GAxzXSW9Uzb3Xlpl4OjGpCe0OStAJZ6svo1elkc0SFg5kMI.fblsvojjrPyULqXi6evKvvF3C7eABa6PmgxkxykG7BU&dib_tag=se&keywords=%E7%AD%86%E7%AE%B1+%E9%9F%93%E5%9B%BD&qid=1755438664&sr=8-27,41,4.0,89,N/A,https://m.media-amazon.com/images/I/51TRTl7fTYL._AC_UL320_.jpg,
16,B0CL97LHNG,Nannlia ペンケース 韓国 筆箱 ペンポーチ おしゃれ 大容量 シンプル 収納袋 軽量 筆入れ 大容量 高校生 中学生 女の子 (ホワイト),https://www.amazon.co.jp/Nannlia-%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9-%E3%83%9A%E3%83%B3%E3%83%9D%E3%83%BC%E3%83%81-%E3%81%8A%E3%81%97%E3%82%83%E3%82%8C-%E3%82%B7%E3%83%B3%E3%83%97%E3%83%AB/dp/B0CL97LHNG/ref=sr_1_28?dib=eyJ2IjoiMSJ9.L55JDOB-vluxTnVeMwGGAZByJ3HoFEJAB5V5MZo8JiMJM6GCSZSN3rEfuD2ys-cc8UwYtgRnWOQgorEnitiVtRpkaHajSoqSgYfDHvAHM95-FgqJL8s_so9P-apMHQUFtm4H74s0fZXlR8XuTv3LzLznvQSvJKPqAn_6vbMJybP6iP8Iw9H-DKoYftpJBoeB04foKficV4rOncqfqUlWExjeCOXZrjd7vn94ZRQ7A3w0f9z2LCtnSeE1xo10GAxzXSW9Uzb3Xlpl4OjGpCe0OStAJZ6svo1elkc0SFg5kMI.fblsvojjrPyULqXi6evKvvF3C7eABa6PmgxkxykG7BU&dib_tag=se&keywords=%E7%AD%86%E7%AE%B1+%E9%9F%93%E5%9B%BD&qid=1755438664&sr=8-28,35,4.2,85,N/A,https://m.media-amazon.com/images/I/71ccRf7wo1L._AC_UL320_.jpg,
17,B0DXL4TJ1S,Fcliqzod888 筆箱 ポーチ もこもこ ペンケース 小物入れ 筆記用具 文房具 文具 大容量 化粧ポーチ 入学ギフト 女の子 キャラクター かわいい プレゼント キティちゃん カワイイ (ブラック),https://www.amazon.co.jp/Fcliqzod888-%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9-%E5%8C%96%E7%B2%A7%E3%83%9D%E3%83%BC%E3%83%81-%E3%82%AD%E3%83%A3%E3%83%A9%E3%82%AF%E3%82%BF%E3%83%BC-%E3%82%AD%E3%83%86%E3%82%A3%E3%81%A1%E3%82%83%E3%82%93/dp/B0DXL4TJ1S/ref=sr_1_29?dib=eyJ2IjoiMSJ9.L55JDOB-vluxTnVeMwGGAZByJ3HoFEJAB5V5MZo8JiMJM6GCSZSN3rEfuD2ys-cc8UwYtgRnWOQgorEnitiVtRpkaHajSoqSgYfDHvAHM95-FgqJL8s_so9P-apMHQUFtm4H74s0fZXlR8XuTv3LzLznvQSvJKPqAn_6vbMJybP6iP8Iw9H-DKoYftpJBoeB04foKficV4rOncqfqUlWExjeCOXZrjd7vn94ZRQ7A3w0f9z2LCtnSeE1xo10GAxzXSW9Uzb3Xlpl4OjGpCe0OStAJZ6svo1elkc0SFg5kMI.fblsvojjrPyULqXi6evKvvF3C7eABa6PmgxkxykG7BU&dib_tag=se&keywords=%E7%AD%86%E7%AE%B1+%E9%9F%93%E5%9B%BD&qid=1755438664&sr=8-29,N/A,N/A,41,N/A,https://m.media-amazon.com/images/I/61ePsJFsprL._AC_UL320_.jpg,
18,B0CTGCLS61,MINBOOT 筆箱 ペンケース 韓国 可愛い ペンポーチ シンプル スリム ぬいぐるみ ニキ 大容量 多機能 面白い シンプル おしゃれ ふでばこ 文房具 小学生 中学生 高校生 大人 女の子 男の子 (白い笑顔),https://www.amazon.co.jp/MINBOOT-%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9-%E3%83%9A%E3%83%B3%E3%83%9D%E3%83%BC%E3%83%81-%E3%82%B7%E3%83%B3%E3%83%97%E3%83%AB-%E3%81%AC%E3%81%84%E3%81%90%E3%82%8B%E3%81%BF/dp/B0CTGCLS61/ref=sr_1_30?dib=eyJ2IjoiMSJ9.L55JDOB-vluxTnVeMwGGAZByJ3HoFEJAB5V5MZo8JiMJM6GCSZSN3rEfuD2ys-cc8UwYtgRnWOQgorEnitiVtRpkaHajSoqSgYfDHvAHM95-FgqJL8s_so9P-apMHQUFtm4H74s0fZXlR8XuTv3LzLznvQSvJKPqAn_6vbMJybP6iP8Iw9H-DKoYftpJBoeB04foKficV4rOncqfqUlWExjeCOXZrjd7vn94ZRQ7A3w0f9z2LCtnSeE1xo10GAxzXSW9Uzb3Xlpl4OjGpCe0OStAJZ6svo1elkc0SFg5kMI.fblsvojjrPyULqXi6evKvvF3C7eABa6PmgxkxykG7BU&dib_tag=se&keywords=%E7%AD%86%E7%AE%B1+%E9%9F%93%E5%9B%BD&qid=1755438664&sr=8-30,5,4.4,31,N/A,https://m.media-amazon.com/images/I/41Ti6yoNbXL._AC_UL320_.jpg,
19,B0DJ84S6JG,Refoiner ぬいぐるみペンケース 可愛いサメぬいぐるみ筆箱 動物ペンケース 大容量 筆箱 おしゃれふわふわ縫い包み筆箱 おもしろ韓国 文房具 ポーチファスナー付き筆入れ 化粧ポーチ 小物入れ 多機能筆箱 小学生 男の子 女の子筆箱 高校生 中学生,https://www.amazon.co.jp/Refoiner-%E3%81%AC%E3%81%84%E3%81%90%E3%82%8B%E3%81%BF%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9-%E5%8F%AF%E6%84%9B%E3%81%84%E3%82%B5%E3%83%A1%E3%81%AC%E3%81%84%E3%81%90%E3%82%8B%E3%81%BF%E7%AD%86%E7%AE%B1-%E3%81%8A%E3%81%97%E3%82%83%E3%82%8C%E3%81%B5%E3%82%8F%E3%81%B5%E3%82%8F%E7%B8%AB%E3%81%84%E5%8C%85%E3%81%BF%E7%AD%86%E7%AE%B1-%E3%83%9D%E3%83%BC%E3%83%81%E3%83%95%E3%82%A1%E3%82%B9%E3%83%8A%E3%83%BC%E4%BB%98%E3%81%8D%E7%AD%86%E5%85%A5%E3%82%8C/dp/B0DJ84S6JG/ref=sr_1_31?dib=eyJ2IjoiMSJ9.L55JDOB-vluxTnVeMwGGAZByJ3HoFEJAB5V5MZo8JiMJM6GCSZSN3rEfuD2ys-cc8UwYtgRnWOQgorEnitiVtRpkaHajSoqSgYfDHvAHM95-FgqJL8s_so9P-apMHQUFtm4H74s0fZXlR8XuTv3LzLznvQSvJKPqAn_6vbMJybP6iP8Iw9H-DKoYftpJBoeB04foKficV4rOncqfqUlWExjeCOXZrjd7vn94ZRQ7A3w0f9z2LCtnSeE1xo10GAxzXSW9Uzb3Xlpl4OjGpCe0OStAJZ6svo1elkc0SFg5kMI.fblsvojjrPyULqXi6evKvvF3C7eABa6PmgxkxykG7BU&dib_tag=se&keywords=%E7%AD%86%E7%AE%B1+%E9%9F%93%E5%9B%BD&qid=1755438664&sr=8-31,16,3.7,71,N/A,https://m.media-amazon.com/images/I/714QTj9K3qL._AC_UL320_.jpg,ライバル候補
20,B0DS88DRWS,ideastore 筆箱 韓国 ペンケース かわいい シンプル おしゃれ 高校生 ワッフル柄 (ピンク),https://www.amazon.co.jp/ideastore-%E3%83%9A%E3%83%B3%E3%82%B1%E3%83%BC%E3%82%B9-%E3%81%8B%E3%82%8F%E3%81%84%E3%81%84-%E3%82%B7%E3%83%B3%E3%83%97%E3%83%AB-%E3%83%AF%E3%83%83%E3%83%95%E3%83%AB%E6%9F%84/dp/B0DS88DRWS/ref=sr_1_32?dib=eyJ2IjoiMSJ9.L55JDOB-vluxTnVeMwGGAZByJ3HoFEJAB5V5MZo8JiMJM6GCSZSN3rEfuD2ys-cc8UwYtgRnWOQgorEnitiVtRpkaHajSoqSgYfDHvAHM95-FgqJL8s_so9P-apMHQUFtm4H74s0fZXlR8XuTv3LzLznvQSvJKPqAn_6vbMJybP6iP8Iw9H-DKoYftpJBoeB04foKficV4rOncqfqUlWExjeCOXZrjd7vn94ZRQ7A3w0f9z2LCtnSeE1xo10GAxzXSW9Uzb3Xlpl4OjGpCe0OStAJZ6svo1elkc0SFg5kMI.fblsvojjrPyULqXi6evKvvF3C7eABa6PmgxkxykG7BU&dib_tag=se&keywords=%E7%AD%86%E7%AE%B1+%E9%9F%93%E5%9B%BD&qid=1755438664&sr=8-32,5,4.4,14,N/A,https://m.media-amazon.com/images/I/51J-SJiWExL._AC_UL320_.jpg,
